frame,x,y,z,xvar,yvar,rho,norm_cst,intensity,window_size
1,51.07939782712392,96.99251198163657,0.0,0.7375980656758562,0.592481380232733,0.008430194663525879,1.02626675387033,1.1329605426902059,5
1,42.07458309471013,47.02168167609271,0.0,0.5825440890062817,0.6569500179102368,0.12219075529894396,0.9633517887062119,1.0700455775260878,5
1,102.13974954293698,88.96737523020553,0.0,0.5790995681710225,0.5389337317657824,0.1021659271152049,0.8902133229626114,0.9969071117824871,5
1,85.93084546898814,79.88480456935253,0.0,0.6035928249765081,0.5723852068687239,-0.03126713742410728,0.8922072591308765,0.9989010479507523,5
1,74.97677915745082,31.131852748386375,0.0,0.6761703741538703,0.6443039506202156,-0.01560892564673864,0.8677590771313912,0.974452865951267,5
1,93.97220866790713,94.57894528530001,0.0,0.5221813245605119,0.9256349458696205,-0.01756605170116866,0.8591065878330555,0.9658003766529313,5
1,61.170986131570444,104.98942044032967,0.0,0.6512959008815894,0.5094344028479683,-0.02673893466545554,0.8647476111954734,0.9714414000153492,5
1,32.70611119325287,68.9365174649018,0.0,0.5148660181127069,0.5691387614204056,0.03260221317139847,0.8988551193640881,1.005548908183964,5
1,91.88581832356178,53.073767821730414,0.0,0.7517406744181311,0.7357564123124617,-0.006459389730060064,0.780173844929811,0.8868676337496868,5
1,63.75081631700463,33.93657611340387,0.0,0.7248555142753345,0.6769151441126272,-0.07769627453760229,0.7606644644212398,0.8673582532411156,5
1,112.96485641849375,11.218720415243675,0.0,0.8395728883334365,0.7112434204427204,0.16241408477657332,0.8948793550282371,1.001573143848113,5
1,85.25947986447053,46.094263350140345,0.0,0.6760682041037274,0.8767724164672919,-0.03151937484074339,0.7585881920108469,0.8652819808307227,5
1,75.92030870695964,117.3641295584094,0.0,0.6419266464475492,1.0084964463323334,-0.014811096648519059,0.780830774138528,0.8875245629584038,5
1,42.30254620168892,100.86497370780303,0.0,0.8002933139880739,0.6871747781551591,0.01982249243019107,0.7601042945383583,0.866798083358234,5
1,101.47087051284133,24.13310356307836,0.0,1.0069916998311557,0.5031552668516659,0.05915611763657249,0.7525464229213659,0.8592402117412417,5
1,121.66417505981252,13.733781007883326,0.0,0.66986366585843,0.6836632240681183,-0.0039516223079398725,0.750048582984768,0.8567423718046437,5
1,83.6279731854837,96.82758449798344,0.0,0.9777504506861362,0.6474829733176382,-0.07699238101999768,0.7559783742269497,0.8626721630468255,5
1,9.147483575184523,115.63744587949893,0.0,0.6000698704385083,0.8335077642369728,0.05837882286755009,0.7407877430714301,0.8474815318913059,5
1,63.48358551985835,45.517976725639485,0.0,0.885982186278505,0.9566590283682659,0.04864774164793579,0.7457495874837001,0.8524433763035759,5
1,4.700290373815607,5.683992569633048,0.0,0.7584483172563202,0.6558653679185601,0.08025608819466132,0.7302073482911055,0.8369011371109812,5
1,82.28377798236626,70.57949543338967,0.0,0.6679837111878062,0.6998232009297123,-0.0616378467839775,0.7990211131823026,0.9057149020021784,5
1,86.2923283259841,30.178641909352194,0.0,0.6805484806038028,0.527502559653072,-0.027826123923284107,0.69362735925919,0.8003211480790657,5
1,9.352599948089411,126.71280380980512,0.0,1.4151547244849498,0.21699609831152245,-0.09963389533591381,0.9304805964465037,1.0371743852663795,5
1,67.73492775957693,70.37360862969022,0.0,0.5920658326543371,0.7279498452307905,-0.1372107695335364,0.6762713123844077,0.7829651012042835,5
1,115.02219735717833,11.657864575644586,0.0,0.8840522476855248,0.6036082892836588,0.0782393613701268,0.7860622643832914,0.8927560532031672,5
1,85.45064096717489,70.73580257439956,0.0,0.8238416513447707,0.6082433464343078,0.14779113565131335,0.6803623763486901,0.7870561651685659,5
